player_id,player,player_role,key_cricinfo,role,final_role
7662cf7a,Bilawal Bhatti,Unclassified,343305,Bowler,Bowler
770494eb,DAS Gunaratne,All-Rounder,360456,Batter,Batter
77079be1,D Mohammed,Bowler,52490,,Bowler
77191792,Mohammad Mithun,Batter,269237,Top order Batter,Batter
773cec26,JN Mohammed,Batter,230549,Middle order Batter,Batter
77bf0483,Akeem Jordan,Unclassified,1161669,Bowler,Bowler
7805af0f,NM Carter,Batter,44493,Allrounder,Allrounder
782fb776,LV van Beek,Bowler,440522,Bowler,Bowler
7839bf3a,HS Baidwan,Bowler,355583,Allrounder,Allrounder
78bb68d4,Y Cariah,Unclassified,431902,Bowler,Bowler
78cb83f3,KOK Williams,Unclassified,450075,Bowler,Bowler
78dfe704,V Permaul,Bowler,274921,Bowler,Bowler
78eb4223,KAJ Roach,Bowler,230553,Bowler,Bowler
78f34e15,IE O'Brien,Unclassified,38108,Bowler,Bowler
78feb458,JN Hamilton,Unclassified,332937,Wicketkeeper Batter,Batter
79004151,Adeel Raja,Unclassified,24978,Bowler,Bowler
79025aaa,Hasibul Hossain,Unclassified,55909,Bowler,Bowler
790ac2b0,G Bajwa,Unclassified,1444101,,Unclassified
7923a51d,Mohammad Naim,Batter,990081,Opening Batter,Batter
7955eb15,RK Kleinveldt,Bowler,45949,Bowler,Bowler
795df06c,AS Hansra,Batter,418615,Allrounder,Allrounder
796e4140,Khurram Chohan,Bowler,41224,Bowler,Bowler
79aad751,PADLR Sandakan,Unclassified,429738,Bowler,Bowler
79b4839e,Ahmed Raza,Bowler,245490,Bowler,Bowler
79f5bc26,BG Lister,Bowler,1125536,Bowler,Bowler
7a32c1c1,ARI Umeed,Batter,470772,Opening Batter,Batter
7a4819e1,MJ Fourie,Batter,245288,Bowler,Bowler
7a5f232a,JA Burns,Batter,326632,Batter,Batter
7a624752,IPP Batuwitarachchi,Batter,48321,Batter,Batter
7a653792,EP Thompson,Unclassified,38626,Bowler,Bowler
7a80ddf2,D Bishoo,Unclassified,341593,Bowler,Bowler
7a98bc7a,PA Browne,Batter,51437,Batter,Batter
7b1e20ea,ZS Ansari,Unclassified,349853,Allrounder,Allrounder
7b5c6c0b,CD Wallace,Batter,414971,Wicketkeeper Batter,Batter
7b953689,MP Kuhnemann,Unclassified,774219,Bowler,Bowler
7b9b9aef,Abdul Shakoor,Unclassified,585100,Opening Batter,Batter
7ba54dc9,Jai Prakash Yadav,Batter,36054,,Batter
7bbeac6d,GH O'Brien,Unclassified,247008,Bowler,Bowler
7be8a0ed,JW Dernbach,Unclassified,12461,Bowler,Bowler
7bf96684,OA Shah,Batter,20123,Batter,Batter
7c503806,J Botha,Batter,44149,Allrounder,Allrounder
7c63baa7,JP Bray,Batter,4433,,Batter
7c681ee9,J Smits,Unclassified,24952,Wicketkeeper Batter,Batter
7c70083d,DR Brown,Batter,9254,Bowler,Bowler
7c7303eb,JD Nel,Unclassified,25481,Bowler,Bowler
7c7d63a2,AJ Tye,Bowler,459508,Bowler,Bowler
7c8f533d,JS Paris,Unclassified,501012,Bowler,Bowler
7ca5e05d,RS Bopara,All-Rounder,10582,Batting Allrounder,Batting Allrounder
7ca68967,NA Greenwood,Batter,1181708,,Batter
7cb2d9d2,DM Dupavillon,Bowler,501907,Bowler,Bowler
7ccbb09f,Shahnawaz Dhani,Unclassified,1203995,Bowler,Bowler
7cd0a092,Haris Sohail,Batter,318788,Middle order Batter,Batter
7d21eb9b,GC Tonge,Unclassified,53153,Bowler,Bowler
7d32d965,RT Lyons,Unclassified,25475,,Unclassified
7d415ea5,RT Ponting,Batter,7133,Top order Batter,Batter
7d5af2ea,KC Brathwaite,Batter,348024,Opening Batter,Batter
7d608e12,DM de Silva,Batter,465793,Allrounder,Allrounder
7d7ab238,MR Gillespie,Unclassified,37111,Bowler,Bowler
7dc35884,Shakib Al Hasan,All-Rounder,56143,Allrounder,Allrounder
7e38d2de,K Weeraratne,Batter,50860,,Batter
7e758bb2,JL Louw,Unclassified,24808,,Unclassified
7e9f1cde,Kushal Malla,Batter,1141934,Batting Allrounder,Batting Allrounder
7eae4418,Misbah-ul-Haq,Batter,41378,Middle order Batter,Batter
7eb36269,M van Lingen,Batter,833777,Bowling Allrounder,Bowling Allrounder
7ecb9a14,Aamir Kaleem,Bowler,455463,Middle order Batter,Batter
7ed9fd56,WU Tharanga,Batter,50747,Batter,Batter
7ee2ce62,VS Solanki,Batter,20286,Middle order Batter,Batter
7f048519,DJ Willey,All-Rounder,308251,Bowling Allrounder,Bowling Allrounder
7f148ce7,AM McCarthy,Batter,230556,Middle order Batter,Batter
7f3ad1ed,SR Thompson,Batter,414821,Bowler,Bowler
7f82b4fb,HK Olonga,Unclassified,55675,Bowler,Bowler
7f87204d,SP Terry,Unclassified,467420,,Unclassified
7f8ecc51,AM Phangiso,Bowler,46942,Bowler,Bowler
7fa12533,MS Chapman,Batter,438563,Allrounder,Allrounder
7fa2ab1f,RML Taylor,Unclassified,353431,Allrounder,Allrounder
7fa6bd8e,RR Patel,Batter,267455,Wicketkeeper Batter,Batter
7fb32e5b,KD Mills,Bowler,37740,Bowler,Bowler
7fca84b7,BA King,Batter,670035,Top order Batter,Batter
7fe5deb8,DT Hondo,Unclassified,55509,Bowler,Bowler
7ff3fcaa,Mohammad Rafique,Batter,55973,Allrounder,Allrounder
7ffe4817,C Tear,Batter,1266476,Wicketkeeper Batter,Batter
8012d0b8,CAK Rajitha,Unclassified,499594,Bowler,Bowler
803dbf1d,A Dutt,Unclassified,1195672,Bowler,Bowler
808f425a,JP Faulkner,All-Rounder,270484,Bowling Allrounder,Bowling Allrounder
80ad39ac,Hasan Mahmud,Bowler,926629,Bowler,Bowler
80ec5dfd,AM Blignaut,Batter,55259,Allrounder,Allrounder
80fe764d,Tanzid Hasan,Batter,990023,Opening Batter,Batter
81049310,J Yadav,Bowler,447587,Bowler,Bowler
811425b1,Adnan Mufti,Batter,281653,Middle order Batter,Batter
81147b00,Rizwan Ahmed,Unclassified,42430,Allrounder,Allrounder
817c1746,Elias Sunny,Bowler,55883,Bowler,Bowler
8187519b,GM Hamilton,Batter,14020,Middle order Batter,Batter
818e8bf2,ID Blackwell,Batter,9117,Allrounder,Allrounder
81a0e294,SA Engelbrecht,Batter,315035,Allrounder,Allrounder
81c08fa3,Umran Malik,Bowler,1246528,Bowler,Bowler
81c36ee9,M Jansen,All-Rounder,696401,Bowling Allrounder,Bowling Allrounder
82294960,P Sarraf,Batter,1072485,Allrounder,Allrounder
82342b13,B Bhandari,Batter,437005,Wicketkeeper Batter,Batter
82c528b2,AA Mulla,Batter,23899,Batter,Batter
82c78845,Khurram Manzoor,Batter,41140,Opening Batter,Batter
82e81007,Hamza Tariq,Unclassified,414397,Wicketkeeper,Unclassified
8305580c,MA Carberry,Batter,10656,Opening Batter,Batter
8319b9ea,CB Wishart,Batter,55854,Opening Batter,Batter
8361e524,SSB Magala,Bowler,379776,Bowler,Bowler
83904270,DBL Powell,Bowler,52790,Bowler,Bowler
8399a7af,R Dhakal,Unclassified,1111123,Bowler,Bowler
83c3e8e3,SH Johnson,Unclassified,1123718,Bowler,Bowler
83d17bbc,MW Forde,Bowler,1209190,Bowler,Bowler
84212ffb,J Liyanage,Batter,681681,Batting Allrounder,Batting Allrounder
84826f48,NJ O'Brien,Batter,24289,Wicketkeeper Batter,Batter
84dc72db,Junaid Siddique,Bowler,1203754,Bowler,Bowler
856a5e81,M Karg,Batter,24794,,Batter
858b6611,WS Jayantha,Batter,49347,,Batter
8596fe80,Mohammad Hasnain,Unclassified,1158100,Bowler,Bowler
85ad2217,DS Smith,Batter,52962,Opening Batter,Batter
85afed77,G Chapple,Unclassified,10712,Bowler,Bowler
85b3fab2,T Stubbs,Batter,595978,Batter,Batter
85caa37f,RR Ramdass,Batter,52913,Opening Batter,Batter
85d8110a,KJ Coetzer,Batter,25446,Top order Batter,Batter
85e0cf10,M Prasidh Krishna,Bowler,917159,Bowler,Bowler
85ec8e33,SS Iyer,Batter,642519,Top order Batter,Batter
8629178f,MM English,Batter,470900,Top order Batter,Batter
86421172,GA Lamb,Batter,55562,Allrounder,Allrounder
864c199e,AC Voges,Batter,8119,Top order Batter,Batter
8692a3f1,OAC Banks,Bowler,51258,Allrounder,Allrounder
86b4bf88,MJ Swepson,Unclassified,590326,Bowler,Bowler
86cd782f,Mehrab Hossain jnr,Batter,56031,Batter,Batter
86d38202,SR Waters,Batter,352894,Opening Batter,Batter
86dc8f2e,JH Kallis,All-Rounder,45789,Allrounder,Allrounder
86f84b37,AM Tribe,Batter,1195664,Top order Batter,Batter
8716233e,ZE Green,Batter,596664,Wicketkeeper Batter,Batter
8728a058,R Clarke,Unclassified,11724,Allrounder,Allrounder
876dbe2d,DR Mousley,Unclassified,1172968,Batting Allrounder,Batting Allrounder
87a92b6b,N Pokana,Bowler,646181,Bowler,Bowler
87b177e8,CD Collymore,Unclassified,51481,Bowler,Bowler
87e562a9,DJ Bravo,All-Rounder,51439,Allrounder,Allrounder
881a9bdd,S Chanderpaul,Batter,51469,Batter,Batter
881b3f8e,TP Visee,Batter,420419,Batter,Batter
888e32bf,Abdur Razzak,Bowler,56283,Bowler,Bowler
88fccd6c,SM Pollock,All-Rounder,46774,Allrounder,Allrounder
890946a0,NV Ojha,Batter,32102,Wicketkeeper Batter,Batter
890b877d,VB van Jaarsveld,Unclassified,47846,Opening Batter,Batter
8919756f,Mosaddek Hossain,Batter,550133,Allrounder,Allrounder
894b2d25,MJ Potts,All-Rounder,1027781,Bowler,Bowler
8955b928,S Dhakal,Unclassified,1147980,Bowler,Bowler
896d78ad,AD Mathews,All-Rounder,49764,Allrounder,Allrounder
89a7dd4a,JE Dunford,Batter,659087,Wicketkeeper,Unclassified
89c16049,Agha Salman,Batter,623977,Allrounder,Allrounder
89ce57a8,S Fouché,Batter,948437,Top order Batter,Batter
89f64c19,LMP Simmons,Batter,53116,Top order Batter,Batter
89ffd337,Faisal Hossain,Batter,55889,,Batter
8a15b50b,RO Hussain,Batter,25471,Batter,Batter
8a686d30,MS Atapattu,Batter,48124,Batter,Batter
8a75e999,Babar Azam,Batter,348144,Batter,Batter
8a79613a,D Soraine,Bowler,23887,Bowler,Bowler
8abdf100,CJ Anderson,All-Rounder,277662,Batting Allrounder,Batting Allrounder
8afe73e2,WA Young,Batter,547749,Top order Batter,Batter
8b261d84,MH Cross,Batter,417268,Wicketkeeper Batter,Batter
8b3e9c7c,PP Shaw,Batter,1070168,Opening Batter,Batter
8b5b6769,Harbhajan Singh,Bowler,29264,Bowler,Bowler
8b8745fd,ML Lewis,Unclassified,6291,Bowler,Bowler
8ba8195d,V Sehwag,All-Rounder,35263,Top order Batter,Batter
8bd614b2,Rony Talukdar,Batter,300617,Batter,Batter
8c2aa0f9,PKD Chase,Unclassified,524845,Bowler,Bowler
8c7d6cbe,MW Machan,Batter,297488,Top order Batter,Batter
8ce2080b,TJG Pringle,Unclassified,1193548,Allrounder,Allrounder
8cf9814c,Mohammed Shami,Bowler,481896,Bowler,Bowler
8d0ea930,MS Kasprowicz,Bowler,6126,Bowler,Bowler
8d2c70ad,Kuldeep Yadav,Bowler,559235,Bowler,Bowler
8d6a0fbc,BR Dorey,Unclassified,5112,Bowler,Bowler
8d8c24fd,RJ Nicol,All-Rounder,38058,Opening Batter,Batter
8d92a2c3,MA Wood,Unclassified,351588,Bowler,Bowler
8db7f47f,RJW Topley,Bowler,461632,Bowler,Bowler
8dbda772,Arshad Ali,Batter,25591,,Batter
8dd02a98,LD Chandimal,Batter,300628,Wicketkeeper Batter,Batter
8ea6e670,NM Hauritz,Bowler,5593,Bowler,Bowler
8eb611d0,Mosharraf Hossain,Unclassified,56017,Allrounder,Allrounder
8ee36b18,P Nissanka,Batter,1028655,Top order Batter,Batter
8f3c6b8a,Muhammad Farooq,Unclassified,1323402,,Unclassified
8f7a598f,RMS Eranga,Bowler,267414,Bowler,Bowler
8fb49ef8,Suhrawadi Shuvo,Unclassified,56138,Bowler,Bowler
8fc65c2b,SM Davies,Batter,12450,Wicketkeeper,Unclassified
8fd1a8f5,DW Steyn,Bowler,47492,Bowler,Bowler
8fd3b94d,WD Balaji Rao,Bowler,26826,Bowler,Bowler
8ffe3c97,AR Pitcher,Batter,247009,,Batter
9018bf65,Mansoor Amjad,Unclassified,41963,Allrounder,Allrounder
9025e58f,Junaid Siddiqui,Unclassified,494847,Allrounder,Allrounder
902d916b,Jubair Hossain,Bowler,629066,Bowler,Bowler
9061a703,J Little,Bowler,928067,Bowler,Bowler
907d6e58,Aamer Yamin,Unclassified,434429,Allrounder,Allrounder
90de905a,K Gowtham,Unclassified,424377,Bowling Allrounder,Bowling Allrounder
91052c96,PW Borren,Batter,36592,Allrounder,Allrounder
9124aa4c,Zuhaib Zubair,Unclassified,1241253,Bowler,Bowler
915264c2,HN Ya France,Unclassified,308410,Middle order Batter,Batter
9170ff49,Parvez Rasool,Unclassified,378496,Bowling Allrounder,Bowling Allrounder
919a3be2,RR Pant,Batter,931581,Wicketkeeper Batter,Batter
91a4a398,Z Khan,Bowler,30102,Bowler,Bowler
91bbd893,KP Walmsley,Unclassified,38740,,Unclassified
91c984a1,JW Wilson,Unclassified,38751,,Unclassified
91cd48e0,JF Smith,Unclassified,498582,Top order Batter,Batter
91ffa6c6,JD Ryder,Batter,38373,Allrounder,Allrounder
9219eff0,JDS Neesham,All-Rounder,355269,Batting Allrounder,Batting Allrounder
922e1b19,Z Crawley,Batter,665053,Top order Batter,Batter
928670cc,BJ Watling,Batter,38924,Wicketkeeper Batter,Batter
9295145b,SD Outerbridge,Batter,23704,Batter,Batter
92aa28fe,ML Cummins,Unclassified,556749,Bowler,Bowler
92aeac25,AD Hales,Batter,249866,Opening Batter,Batter
92c43fac,RD McCann,Batter,463215,Wicketkeeper,Unclassified
934b36a6,Khawar Ali,Batter,585081,Opening Batter,Batter
93b4fc78,MK Pandey,Batter,290630,Top order Batter,Batter
93f104b4,Tanvir Ahmed,Unclassified,43307,Bowler,Bowler
94238673,HK Bennett,Bowler,226493,Bowler,Bowler
944533a5,KK Nair,Batter,398439,Top order Batter,Batter
94759472,Adhitya Shetty,Unclassified,1241218,Bowler,Bowler
94b8d7dd,A Saud,Batter,1248188,Wicketkeeper Batter,Batter
94d7f855,C de Grandhomme,Batter,55395,Allrounder,Allrounder
94eac556,CJ McKay,Bowler,6903,Bowler,Bowler
94edecfe,PJK Mooney,Unclassified,24261,Bowler,Bowler
953e3931,BA Williams,Bowler,8231,Bowler,Bowler
9550470d,WIA Fernando,Batter,784369,Opening Batter,Batter
95a06106,GLS Scrimshaw,Unclassified,857979,Bowler,Bowler
95a5e066,MG Erasmus,All-Rounder,519070,Allrounder,Allrounder
95db4ab0,CK Kruger,Batter,208380,Batter,Batter
95fcbfb7,TK Patel,Bowler,32257,,Bowler
9633359f,JS Malhotra,Batter,430105,Wicketkeeper,Unclassified
96503059,Ahsan Malik,Bowler,518097,Bowler,Bowler
96824e68,CP Tremain,Unclassified,553800,Bowler,Bowler
96a2336e,Sami Aslam,Batter,547079,Opening Batter,Batter
96a6a7ad,NM Lyon,Unclassified,272279,Bowler,Bowler
96dced3e,W Mwayenga,Unclassified,55640,,Unclassified
96f5b685,AA Paradkar,Bowler,1276396,Bowler,Bowler
96fd40ae,A Nehra,Bowler,31820,Bowler,Bowler
971c3f6d,FRJ Coleman,Batter,364329,Opening Batter,Batter
97290faf,S Joseph,Unclassified,1356971,Bowler,Bowler
97463e7d,Bikram Sob,Bowler,936031,Bowler,Bowler
977b841a,SSJ Brooks,Batter,230555,Top order Batter,Batter
97b0e4ff,SC van Schalkwyk,Bowler,334621,Allrounder,Allrounder
97b7c5c0,VAB Tewarie,Batter,414985,Top order Batter,Batter
97bdec3d,G Motie,Bowler,670045,Bowler,Bowler
97edbfb1,JN Rhodes,Batter,46973,Middle order Batter,Batter
9811e35e,Gulsan Jha,All-Rounder,1253822,Allrounder,Allrounder
98299b67,HGV Vare,Unclassified,1186229,Batter,Batter
98653b57,HR Johnson,Unclassified,25875,,Unclassified
9868bc75,BMAJ Mendis,Batter,49700,Allrounder,Allrounder
989889ff,JP Inglis,Batter,662235,Wicketkeeper Batter,Batter
98ae73b1,PP Chawla,Unclassified,32966,Bowling Allrounder,Bowling Allrounder
98d05440,B Regmi,Bowler,25955,Bowler,Bowler
98e908bd,TB Sole,Bowler,526492,Bowling Allrounder,Bowling Allrounder
98ecf62a,HH Dippenaar,Batter,44708,Opening Batter,Batter
9911ecbb,Salman Faris,Batter,626111,Opening Batter,Batter
9920dd86,CA Soper,Bowler,574287,Bowler,Bowler
99464591,MJ North,Batter,6943,Middle order Batter,Batter
9948e262,HE van der Dussen,Batter,337790,Top order Batter,Batter
99639abf,NJ Astle,Batter,36185,Opening Batter,Batter
99663fa5,D Mongia,Batter,31034,Allrounder,Allrounder
99b75528,JC Buttler,Batter,308967,Wicketkeeper Batter,Batter
99cddc5e,GH Dockrell,Batter,348034,Allrounder,Allrounder
99d63244,KM Jadhav,All-Rounder,290716,Batting Allrounder,Batting Allrounder
9a137157,OO Bascome,Batter,279531,Batter,Batter
9a158001,Azhar Mahmood,Batter,39024,Bowling Allrounder,Bowling Allrounder
9a2fc964,BC Fortuin,Bowler,553249,Bowler,Bowler
9a46c4e5,GD Phillips,All-Rounder,823509,Allrounder,Allrounder
9a6b71d1,SP Khakurel,Batter,446807,Wicketkeeper Batter,Batter
9a95bebb,S Bau,Batter,420427,Middle order Batter,Batter
9a963804,LE Plunkett,Bowler,19264,Bowler,Bowler
9ab2914d,S Samarawickrama,Batter,629076,Wicketkeeper Batter,Batter
9ab63e7b,Mohammad Hafeez,All-Rounder,41434,Allrounder,Allrounder
9ac1dc9f,Qadeer Ahmed,Unclassified,941959,Bowler,Bowler
9b12068b,S Jyoti,Batter,23860,Batter,Batter
9b4935c8,CJ Ferguson,Batter,5236,Middle order Batter,Batter
9b6ad88a,R Gunasekera,Batter,307075,Top order Batter,Batter
9b6e1b3f,J Fraser-McGurk,Batter,1168049,Batter,Batter
9b75e4f1,M Zondeki,Unclassified,48112,,Unclassified
9b79b9de,KTGD Prasad,All-Rounder,50163,Bowler,Bowler
9b8a3c39,Muhammad Musa,Bowler,1072472,Bowler,Bowler
9ba59a3c,LJ Woodcock,Unclassified,38920,Allrounder,Allrounder
9c1ccdea,J Louw,Unclassified,46075,Bowler,Bowler
9c376401,CS MacLeod,Batter,232435,Top order Batter,Batter
9c9af282,Naseem Shah,Bowler,1158088,Bowler,Bowler
9c9f8dbc,H Davids,Batter,44752,Top order Batter,Batter
9caf69a1,WG Jacks,Batter,897549,Batting Allrounder,Batting Allrounder
9cb022df,A Codrington,Bowler,23848,,Bowler
9cb8d7a6,Imad Wasim,Unclassified,227758,Allrounder,Allrounder
9cbbe35b,TG Gordon,Unclassified,208755,Middle order Batter,Batter
9d0344f3,Akif Raja,Unclassified,1281546,,Unclassified
9d0e7c58,DM Richards,Batter,52833,Batter,Batter
9d1d34bd,Taijul Islam,Bowler,401057,Bowling Allrounder,Bowling Allrounder
9d1f42c6,Ashfaq Ahmed,Batter,39940,Top order Batter,Batter
9d430b40,SP Narine,Bowler,230558,Bowling Allrounder,Bowling Allrounder
9d450c28,C Hemraj,Batter,530811,Opening Batter,Batter
9d65b06f,ADJ Pitcher,Unclassified,276539,Bowler,Bowler
9d710afe,DR Flynn,Batter,37095,Middle order Batter,Batter
9dad0f2e,Mahedi Hasan,Bowler,833087,Allrounder,Allrounder
9db20c92,D Bau,Batter,524249,Wicketkeeper Batter,Batter
9dc3ea7e,H Hiri,Batter,646175,Middle order Batter,Batter
9dca07d7,RJ Sidebottom,Unclassified,20187,Bowler,Bowler
9de271ef,P Utseya,Batter,55820,Bowler,Bowler
9de31202,RW Staple,Batter,25643,,Batter
9de62878,Shadab Khan,All-Rounder,922943,Allrounder,Allrounder
9e0bd203,B Ward,Unclassified,1112212,,Unclassified
9e52a414,Towhid Hridoy,Batter,990031,Top order Batter,Batter
9e76cdb3,Ansh Patel,Bowler,1216149,Bowler,Bowler
9e9af5f2,Mohammad Wasim,Bowler,1185538,Bowler,Bowler
9eb1455b,NT Ellis,Unclassified,826915,Bowler,Bowler
9ec74db8,CM McBride,Batter,1027779,Top order Batter,Batter
9eea360c,Mohammad Salman,Unclassified,41481,Wicketkeeper Batter,Batter
9f0270e0,AG Cremer,Unclassified,55346,Bowler,Bowler
9f038761,J Figy John,Batter,1058988,,Batter
9f308dfc,JP Kotze,Batter,541991,Batter,Batter
9f62b897,MKGCP Lakshitha,Bowler,49598,Bowler,Bowler
9f961c14,Joginder Sharma,Bowler,29976,Allrounder,Allrounder
9f998ed8,CW Perchard,All-Rounder,414969,,Allrounder
9f9b903e,TK Musakanda,Batter,596375,Top order Batter,Batter
9fa4ff04,Shahriar Hossain,Batter,56104,,Batter
9fbc7bc4,KO Meth,Unclassified,232443,Allrounder,Allrounder
9fd3a210,Zafar Gohar,Unclassified,348154,Bowler,Bowler
9ff100a6,RS Gavaskar,Unclassified,28792,,Unclassified
9ff7f691,SF Burger,Unclassified,24844,Allrounder,Allrounder
9ffd1ac1,T Bavuma,Batter,372116,Middle order Batter,Batter
a03bba42,T Shamsi,Bowler,379145,Bowler,Bowler
a089f93f,Mohammad Abbas,Unclassified,389666,Bowler,Bowler
a1000a26,HJW Gardiner,Batter,638713,Opening Batter,Batter
a120e81b,Mohammed Qasim,Batter,943281,,Batter
a12e1d51,SL Malinga,Bowler,49758,Bowler,Bowler
a15618fe,JM Vince,Batter,296597,Batter,Batter
a159b802,A van der Merwe,Unclassified,463217,Bowler,Bowler
a15aaa7f,TR Ambrose,Unclassified,8845,Middle order Batter,Batter
a1d053dd,SS Cottrell,Bowler,495551,Bowler,Bowler
a1d3540a,PJ Moor,Batter,333000,Wicketkeeper Batter,Batter
a1d8d8ba,CO Browne,Batter,51232,Wicketkeeper Batter,Batter
a1d95bd8,LB Williams,Bowler,379887,Bowler,Bowler
a21ea40c,CK Coventry,Batter,55329,Top order Batter,Batter
a2421394,AC Agar,Batter,505120,Bowler,Bowler
a24be938,VR Iyer,Unclassified,851403,Allrounder,Allrounder
a28a7fba,A Johnson,Batter,1323683,Batter,Batter
a2a1efe2,LC Romero,Batter,25862,,Batter
a2eac9df,Waqas Barkat,Unclassified,350632,Wicketkeeper Batter,Batter
a2f46292,KK Ahmed,Bowler,942645,Bowler,Bowler
a300e810,PRP Boissevain,Unclassified,1036197,Bowler,Bowler
a319edf8,AT Nidamanuru,Batter,1129328,Allrounder,Allrounder
a323465c,RR Joshi,Unclassified,1111473,Bowler,Bowler
a343262c,JE Root,Batter,303669,Top order Batter,Batter
a354c917,NT Broom,Batter,36581,Middle order Batter,Batter
a36915ce,N Vanua,Batter,524253,Bowler,Bowler
a386e91b,PD Collingwood,All-Rounder,10772,Allrounder,Allrounder
a38e7be7,S Daniel,Batter,1194744,Top order Batter,Batter
a3a078ba,Subashis Roy,Unclassified,301847,,Unclassified
a3b936c8,MWA van Nierop,Batter,25023,Batter,Batter
a3bfec5d,SR Clark,Bowler,4582,Bowler,Bowler
a45a5e8d,AM Nayar,Batter,32091,Allrounder,Allrounder
a4799701,Danish Aziz,Batter,793411,Allrounder,Allrounder
a48fc79d,EC Joyce,Batter,24249,Top order Batter,Batter
a4af4849,AF Giles,Bowler,13368,Bowler,Bowler
a4cc73aa,SV Samson,Batter,425943,Wicketkeeper Batter,Batter
a4e37e47,S Dube,Batter,714451,Allrounder,Allrounder
a549066c,J Patraj,Unclassified,23781,Bowler,Bowler
a5544576,D Murphy,Unclassified,297524,Middle order Batter,Batter
a56f4b65,PL Mommsen,Batter,461281,Opening Batter,Batter
a58af75f,Bazid Khan,Batter,39956,,Batter
a5c5a126,Mohammad Khalil,Bowler,41452,,Bowler
a61bcb94,K Pierre,Unclassified,581160,Allrounder,Allrounder
a63775d6,Rahat Ali,Bowler,323244,Bowler,Bowler
a64e3b89,SK Atai,Batter,1115033,Wicketkeeper Batter,Batter
a670d624,RR Watson,Batter,25428,Middle order Batter,Batter
a6bab2a9,K Gore,Bowler,1139028,Bowler,Bowler
a6c84e0e,Naumanullah,Unclassified,42059,Top order Batter,Batter
a71d0f89,R Chopra,Batter,1388460,Wicketkeeper Batter,Batter
a72b14ff,CT Tremlett,Unclassified,21650,Bowler,Bowler
a73321d3,A Shahzad,Bowler,21431,Bowler,Bowler
a7489342,IDR Bradshaw,Bowler,51246,Bowler,Bowler
a757b0d8,KA Pollard,All-Rounder,230559,Batting Allrounder,Batting Allrounder
a75a78eb,MR Swart,Batter,308794,Middle order Batter,Batter
a76d4082,T Suri,Batter,1411891,Wicketkeeper Batter,Batter
a790df98,S Snater,Unclassified,696143,Bowler,Bowler
a7a6c1c2,AR Odedara,Batter,1457977,,Batter
a7c226e1,FH Edwards,Bowler,51782,Bowler,Bowler
a7c7802a,AJ Ireland,Unclassified,55522,Bowler,Bowler
a818c1be,TA Boult,Bowler,277912,Bowler,Bowler
a81d6706,C Jonker,Batter,222320,Middle order Batter,Batter
a82eb3fb,TP Ura,Batter,302845,Opening Batter,Batter
a830c083,ND McKenzie,Batter,46208,Opening Batter,Batter
a879b92c,W Madhevere,Batter,938959,Allrounder,Allrounder
a8bbd62e,GI Maiden,Unclassified,25102,Batter,Batter
a8ce3491,AJ Stewart,Batter,20372,Wicketkeeper Batter,Batter
a8e3170f,Mohammad Irfan,Bowler,429981,Bowler,Bowler
a8e56914,D Olivier,Unclassified,486679,Bowler,Bowler
a90e53ec,MW Short,Batter,605575,Top order Batter,Batter
a91392b4,Zeeshan Siddiqi,Batter,43751,Top order Batter,Batter
a9231c3f,SR Taylor,All-Rounder,348133,Opening Batter,Batter
a945bb28,T Muzarabani,Bowler,232444,Bowler,Bowler
a94e08ea,Mushfiqur Rahim,Batter,56029,Wicketkeeper Batter,Batter
a9520ac2,J Mubarak,Batter,49633,Allrounder,Allrounder
a97c8ec2,PWH de Silva,Bowler,784379,Allrounder,Allrounder
a98a6b86,Umair Ali,Batter,888455,Batter,Batter
a9a4df9f,JO Ngoche,Unclassified,308691,Bowler,Bowler
a9da7784,KJ Abbott,Bowler,297583,Bowler,Bowler
aa8aaa45,Ankur Sharma,Unclassified,717099,Wicketkeeper Batter,Batter
aa8d28ae,D Wiese,Batter,221140,Allrounder,Allrounder
aab3e7be,MJ Mason,Bowler,37701,Bowler,Bowler
aae9ce90,JF Mooney,All-Rounder,24237,Allrounder,Allrounder
ab54f9e7,J Jarvis,Bowler,1278263,Bowler,Bowler
ab6b1c45,AL Phehlukwayo,Bowler,540316,Bowling Allrounder,Bowling Allrounder
ab89348d,MF Maharoof,Bowler,49638,Allrounder,Allrounder
ab965cad,HWR Cartwright,Batter,557295,Middle order Batter,Batter
abb83e27,JM Bairstow,Batter,297433,Wicketkeeper Batter,Batter
abbdca1a,PM Seelaar,Batter,208657,Allrounder,Allrounder
abfeb126,M Kartik,Unclassified,30049,Bowler,Bowler
ac166f77,S Shrivastava,Bowler,1282006,Bowler,Bowler
ac5ae4af,I Udana,Unclassified,328026,Allrounder,Allrounder
ac7fa28f,IJL Trott,Batter,47623,Top order Batter,Batter
acc321aa,Rajin Saleh,Batter,56074,Top order Batter,Batter
acdc62f5,A Nortje,Bowler,481979,Bowler,Bowler
aceb7654,JDF Vandersay,Bowler,370040,Bowler,Bowler
acee4cc4,Imran Tahir,Bowler,40618,Bowler,Bowler
ad1730bc,Ariful Haque,Unclassified,270135,Allrounder,Allrounder
ad48eb56,G Kirsten,Batter,45813,Opening Batter,Batter
ad733e72,DF Watts,Batter,25120,Opening Batter,Batter
ad75edc3,AC Cummins,Bowler,51488,Allrounder,Allrounder
ad9c32a2,DJ Malan,Batter,236489,Top order Batter,Batter
